level,id,name0,name1,name,population,pm2023,population_weighted_exposure,normalised_exposure
2,17631,India,Madhya Pradesh,Sheopur,816801,38.39,0.022429555,0.018841637
2,17632,India,Madhya Pradesh,Shivpuri,2016448,35.59,0.05133355,0.043122038
2,17633,India,Madhya Pradesh,Sidhi,1323549,32.02,0.030314307,0.025465114
2,17634,India,Madhya Pradesh,Singrauli,1383462,32.71,0.032369357,0.02719143
2,17635,India,Madhya Pradesh,Tikamgarh,1710969,35.86,0.043887285,0.036866906
2,17636,India,Madhya Pradesh,Ujjain,2331126,34.86,0.058127202,0.048828951
2,17637,India,Madhya Pradesh,Umaria,621777,31.17,0.013863017,0.011645435
2,17638,India,Madhya Pradesh,Vidisha,1709316,35.38,0.043258004,0.036338287
2,17639,India,Maharashtra,Ahmednagar,4998109,33.64,0.120267421,0.101028982
2,17640,India,Maharashtra,Akola,2111573,38.7,0.058452535,0.049102243
2,17641,India,Maharashtra,Amravati,3282163,37.83,0.088814275,0.074607202
2,17642,India,Maharashtra,Aurangabad,4227322,35.16,0.106316454,0.089309666
2,17643,India,Maharashtra,Beed,2967909,30.54,0.064834461,0.054463291
2,17644,India,Maharashtra,Bhandara,1630345,42.9,0.050029147,0.042026292
2,17645,India,Maharashtra,Buldhana,2912465,36.94,0.07695625,0.064646032
2,17646,India,Maharashtra,Chandrapur,2522186,36.9,0.066571718,0.05592265
2,17647,India,Maharashtra,Dhule,2345960,35.67,0.059856318,0.050281472
2,17648,India,Maharashtra,Gadchiroli,1219661,33.31,0.029060298,0.024411701
2,17649,India,Maharashtra,Gondiya,1253953,42.73,0.038326613,0.032195741
2,17650,India,Maharashtra,Hingoli,1345127,31.91,0.030702687,0.025791367
2,17651,India,Maharashtra,Jalgaon,4824684,39.19,0.135247867,0.113613099
2,17652,India,Maharashtra,Jalna,2238173,34.17,0.054704735,0.045953955
2,17653,India,Maharashtra,Kolhapur,4457725,27.74,0.088451666,0.074302598
2,17654,India,Maharashtra,Latur,2958009,28.11,0.059476667,0.049962551
2,17655,India,Maharashtra,Mumbai City,3420289,37.19,0.090986146,0.076431653
2,17656,India,Maharashtra,Mumbai Suburban,10783878,36.34,0.280314896,0.235474648
2,17657,India,Maharashtra,Nagpur,5320270,42.26,0.160823479,0.135097538
2,17658,India,Maharashtra,Nanded,3828144,30.74,0.084174088,0.070709277
2,17659,India,Maharashtra,Nandurbar,1870327,33.52,0.044844361,0.037670885
2,17660,India,Maharashtra,Nashik,6977211,30.6,0.152717769,0.128288448
2,17661,India,Maharashtra,Osmanabad,1893017,28.18,0.038157665,0.032053818
2,17662,India,Maharashtra,Palghar,2719001,29.22,0.056829766,0.047739058
2,17663,India,Maharashtra,Parbhani,2094520,30.79,0.046129685,0.038750603
2,17664,India,Maharashtra,Pune,10796354,37.9,0.292686448,0.245867199
2,17665,India,Maharashtra,Raigad,2977523,31.57,0.067238187,0.056482508
2,17666,India,Maharashtra,Ratnagiri,1839059,24.3,0.031965995,0.026852591
2,17667,India,Maharashtra,Sangli,3197034,27.76,0.063482351,0.053327471
2,17668,India,Maharashtra,Satara,3437382,29.33,0.07211509,0.060579283
2,17669,India,Maharashtra,Sindhudurg,965386,25.57,0.017657045,0.014832556
2,17670,India,Maharashtra,Solapur,4940824,29.07,0.102737905,0.086303555
2,17671,India,Maharashtra,Thane,9775475,31.77,0.22214747,0.186611907
2,17672,India,Maharashtra,Wardha,1497783,39.87,0.042715099,0.035882228
2,17673,India,Maharashtra,Washim,1368339,34.94,0.034198172,0.028727701
2,17674,India,Maharashtra,Yavatmal,3163441,35.75,0.080895073,0.067954787
2,17675,India,Manipur,Bishnupur,290159,29.1,0.006039699,0.005073566
2,17676,India,Manipur,Chandel,171633,22.84,0.002804033,0.002355489
2,17677,India,Manipur,Churachandpur,326805,22.29,0.005210568,0.004377065
2,17678,India,Manipur,Imphal East,471214,27.38,0.009228645,0.007752395
2,17679,India,Manipur,Imphal West,645577,29.32,0.013539365,0.011373556
2,17680,India,Manipur,Senapati,530849,20.94,0.007951224,0.006679315
2,17681,India,Manipur,Tamenglong,161293,21.94,0.00253127,0.002126358
2,17682,India,Manipur,Thoubal,511198,28.47,0.010410292,0.008745021
2,17683,India,Manipur,Ukhrul,211860,19,0.002879313,0.002418727
2,17684,India,Meghalaya,East Garo Hills,263488,26.66,0.005024667,0.004220902
2,17685,India,Meghalaya,East Khasi Hills,1030230,25.35,0.018680928,0.015692655
2,17686,India,Meghalaya,Jaintia Hills,490244,24.64,0.008640508,0.007258339
2,17687,India,Meghalaya,North Garo Hills,73444,29.36,0.001542406,0.001295677
2,17688,India,Meghalaya,Ri Bhoi,315050,31.97,0.007204576,0.006052104
2,17689,India,Meghalaya,South Garo Hills,171686,34.87,0.004282261,0.003597254
2,17690,India,Meghalaya,South West Garo Hills,199171,42.55,0.006061945,0.005092253
2,17691,India,Meghalaya,South West Khasi Hills,172213,25.45,0.003135018,0.002633528
2,17692,India,Meghalaya,West Garo Hills,703446,33.27,0.016740555,0.014062672
2,17693,India,Meghalaya,West Khasi Hills,313072,24.51,0.005488755,0.004610752
2,17694,India,Mizoram,Aizawl,469356,21.4,0.007184597,0.006035322
2,17695,India,Mizoram,Champhai,148481,18.47,0.001961661,0.001647867
2,17696,India,Mizoram,Kolasib,100205,25.7,0.001842081,0.001547415
2,17697,India,Mizoram,Lawangtlai,138272,35.43,0.003504223,0.002943674
2,17698,India,Mizoram,Lunglei,190007,28.29,0.003844934,0.003229883
2,17699,India,Mizoram,Mamit,98188,27.11,0.001904032,0.001599456
2,17700,India,Mizoram,Saiha,65517,25.53,0.001196441,0.001005053
2,17701,India,Mizoram,Serchhip,84218,20.69,0.001246384,0.001047007
2,17702,India,Nagaland,Dimapur,402884,29.09,0.008383204,0.007042194
2,17703,India,Nagaland,Kiphire,73158,18.43,0.000964436,0.000810161
2,17704,India,Nagaland,Kohima,264482,21.39,0.004046627,0.003399313
2,17705,India,Nagaland,Longleng,53963,20.89,0.000806345,0.000677359
2,17706,India,Nagaland,Mokokchung,198605,21.24,0.003017387,0.002534714
2,17707,India,Nagaland,Mon,280989,20.79,0.004178593,0.003510169
2,17708,India,Nagaland,Peren,91764,23.62,0.001550381,0.001302376
2,17709,India,Nagaland,Phek,156951,19.59,0.002199302,0.001847493
2,17710,India,Nagaland,Tuensang,172601,19.17,0.002366746,0.001988152
2,17711,India,Nagaland,Wokha,168348,23.36,0.002812983,0.002363007
2,17712,India,Nagaland,Zunheboto,165074,19.42,0.002293054,0.001926248
2,17713,India,NCT of Delhi,NCT of Delhi,18836889,88.35,1.19042495,1
2,17714,India,Odisha,Anugul,1431661,39.89,0.040849855,0.034315355
2,17715,India,Odisha,Balangir,1862229,40.99,0.054600585,0.045866465
2,17716,India,Odisha,Baleshwar,2595376,38.52,0.071511,0.060071826
2,17717,India,Odisha,Bargarh,1670706,49.52,0.059178909,0.049712424
2,17718,India,Odisha,Bhadrak,1713469,35.66,0.043706284,0.036714858
2,17719,India,Odisha,Boudh,501313,35.06,0.012572081,0.010561003
2,17720,India,Odisha,Cuttack,3033317,35.16,0.076287425,0.064084195
2,17721,India,Odisha,Deogarh,355767,39.47,0.010044286,0.008437564
2,17722,India,Odisha,Dhenkanal,1345714,37.61,0.036202819,0.030411677
2,17723,India,Odisha,Gajapati,680436,28.08,0.013666921,0.011480708
2,17724,India,Odisha,Ganjam,3976192,32.69,0.092975507,0.078102788
2,17725,India,Odisha,Jagatsinghapur,1272029,33.14,0.030153366,0.025329918
2,17726,India,Odisha,Jajapur,2055424,34.68,0.050987862,0.042831647
2,17727,India,Odisha,Jharsuguda,654580,42.84,0.020058501,0.016849866
2,17728,India,Odisha,Kalahandi,1775569,33.94,0.043105797,0.036210428
2,17729,India,Odisha,Kandhamal,827585,27.41,0.016225868,0.013630316
2,17730,India,Odisha,Kendrapara,1626496,34.11,0.039684509,0.033336422
2,17731,India,Odisha,Kendujhar,2030421,38.66,0.056147993,0.047166344
2,17732,India,Odisha,Khordha,2502870,34.65,0.062033719,0.052110567
2,17733,India,Odisha,Koraput,1562900,27.62,0.030877431,0.025938158
2,17734,India,Odisha,Malkangiri,691523,27.67,0.013686805,0.011497411
2,17735,India,Odisha,Mayurbhanj,2843881,40.04,0.081450129,0.068421053
2,17736,India,Odisha,Nabarangpur,1397242,33.43,0.033411371,0.02806676
2,17737,India,Odisha,Nayagarh,1086891,34.67,0.02695418,0.022642486
2,17738,India,Odisha,Nuapada,673953,42.39,0.02043522,0.017166324
2,17739,India,Odisha,Puri,1850650,33.37,0.044174006,0.037107762
2,17740,India,Odisha,Rayagada,1110993,29.68,0.023586392,0.019813422
2,17741,India,Odisha,Sambalpur,1180059,43.29,0.036540762,0.030695561
2,17742,India,Odisha,Subarnapur,692675,41.21,0.020418245,0.017152064
2,17743,India,Odisha,Sundargarh,2365342,42.49,0.071889748,0.060389988
2,17744,India,Puducherry,Karaikal,298832,19.03,0.004067731,0.003417041
2,17745,India,Puducherry,Mahe,179032,20.72,0.002653424,0.002228972
2,17746,India,Puducherry,Puducherry,861064,23.48,0.014461715,0.012148364
2,17747,India,Puducherry,Yanam,11741,27.86,0.000233977,0.000196549
2,17748,India,Punjab,Amritsar,2754606,53.59,0.10559164,0.088700795
2,17749,India,Punjab,Barnala,664645,47.55,0.022606147,0.018989981
2,17750,India,Punjab,Bathinda,1584682,47.02,0.053298015,0.04477226
2,17751,India,Punjab,Faridkot,689993,48.87,0.024119778,0.020261486
2,17752,India,Punjab,Fatehgarh Sahib,679889,49.58,0.024111866,0.020254839
2,17753,India,Punjab,Fazilka,1106223,45.58,0.036066441,0.030297115
2,17754,India,Punjab,Firozpur,1164896,51.99,0.04332048,0.036390769
2,17755,India,Punjab,Gurdaspur,2016259,47.2,0.068072955,0.057183744
2,17756,India,Punjab,Hoshiarpur,1813641,39.86,0.051710044,0.043438307
2,17757,India,Punjab,Jalandhar,2469912,53.48,0.094484195,0.07937014
2,17758,India,Punjab,Kapurthala,902588,53.59,0.034598686,0.029064147
2,17759,India,Punjab,Ludhiana,3921950,59.26,0.166245534,0.13965226
2,17760,India,Punjab,Mansa,882739,47.2,0.029803042,0.025035633
2,17761,India,Punjab,Moga,1113498,49.77,0.039640888,0.033299779
2,17762,India,Punjab,Pathankot,573171,32.76,0.013431187,0.011282683
2,17763,India,Punjab,Patiala,2134658,46.47,0.070955696,0.05960535
2,17764,India,Punjab,Rupnagar,783207,38.96,0.021826384,0.018334952
2,17765,India,Punjab,Sahibzada Ajit Singh Nagar,1068155,46.28,0.035360135,0.029703792
2,17766,India,Punjab,Sangrur,1843694,48.79,0.064343688,0.054051024
2,17767,India,Punjab,Shahid Bhagat Singh Nagar,707572,44.12,0.022330191,0.018758168
2,17768,India,Punjab,Sri Muktsar Sahib,986990,47.03,0.033202747,0.027891508
2,17769,India,Punjab,Tarn Taran,1214327,55.72,0.048398628,0.040656597
2,17770,India,Rajasthan,Ajmer,3069551,34.56,0.07588132,0.063743052
2,17771,India,Rajasthan,Alwar,4349091,46.27,0.143940923,0.12091558
2,17772,India,Rajasthan,Banswara,2116599,31.62,0.04787257,0.040214689
2,17773,India,Rajasthan,Baran,1457324,37.84,0.039445143,0.033135346
2,17774,India,Rajasthan,Barmer,3069105,33.33,0.073170049,0.061465487
2,17775,India,Rajasthan,Bharatpur,3011909,56.72,0.122198073,0.102650799
2,17776,India,Rajasthan,Bhilwara,2860993,32.47,0.066448529,0.055819167
2,17777,India,Rajasthan,Bikaner,2451834,35.41,0.06210167,0.052167648
2,17778,India,Rajasthan,Bundi,1255683,38.89,0.034930455,0.029342845
2,17779,India,Rajasthan,Chittaurgarh,1812935,31.73,0.04114704,0.034565001
2,17780,India,Rajasthan,Churu,2740908,34.46,0.067560992,0.056753676
2,17781,India,Rajasthan,Dausa,1976008,41.38,0.058487825,0.049131888
2,17782,India,Rajasthan,Dhaulpur,1421031,55.28,0.05618985,0.047201506
2,17783,India,Rajasthan,Dungarpur,1633190,30.06,0.035116561,0.029499181
2,17784,India,Rajasthan,Ganganagar,2501131,44.83,0.080203157,0.067373552
2,17785,India,Rajasthan,Hanumangarh,1892319,44.77,0.060599317,0.050905618
2,17786,India,Rajasthan,Jaipur,7817557,44.29,0.247664081,0.208046783
2,17787,India,Rajasthan,Jaisalmer,800832,31.2,0.017872376,0.015013442
2,17788,India,Rajasthan,Jalor,2168471,30.81,0.047789403,0.040144826
2,17789,India,Rajasthan,Jhalawar,1685144,35.35,0.042610117,0.035794039
2,17790,India,Rajasthan,Jhunjhunu,2499400,37.27,0.066631785,0.055973108
2,17791,India,Rajasthan,Jodhpur,4351051,38.6,0.120134506,0.100917329
2,17792,India,Rajasthan,Karauli,1769570,42.32,0.053567292,0.044998462
2,17793,India,Rajasthan,Kota,2345349,39.49,0.06624924,0.055651757
2,17794,India,Rajasthan,Nagaur,3906395,35.49,0.099167289,0.083304109
2,17795,India,Rajasthan,Pali,2404651,34.46,0.05927255,0.049791085
2,17796,India,Rajasthan,Pratapgarh,1028317,31.44,0.023125751,0.019426467
2,17797,India,Rajasthan,Rajsamand,1314769,30.16,0.028363974,0.023826764
2,17798,India,Rajasthan,Sawai Madhopur,1486651,42.8,0.04551338,0.038232884
2,17799,India,Rajasthan,Sikar,3152085,34.74,0.078327456,0.065797895
2,17800,India,Rajasthan,Sirohi,1222381,28.73,0.025120513,0.021102139
2,17801,India,Rajasthan,Tonk,1678359,41.09,0.049329566,0.041438619
2,17802,India,Rajasthan,Udaipur,3649984,30.29,0.079081796,0.066431568
2,17803,India,Sikkim,East Sikkim,294672,39.56,0.008338375,0.007004537
2,17804,India,Sikkim,North Sikkim,49554,34.44,0.001220754,0.001025477
2,17805,India,Sikkim,South Sikkim,163671,36.3,0.004249762,0.003569954
2,17806,India,Sikkim,West Sikkim,143461,34.4,0.003530032,0.002965354
2,17807,India,Tamil Nadu,Ariyalur,858294,19.89,0.012211166,0.010257821
2,17808,India,Tamil Nadu,Chennai,6119632,27.73,0.121384006,0.101966954
2,17809,India,Tamil Nadu,Coimbatore,3508188,20.26,0.050840357,0.042707738
2,17810,India,Tamil Nadu,Cuddalore,3024620,21.45,0.046407097,0.03898364
2,17811,India,Tamil Nadu,Dharmapuri,1702332,22.21,0.02704451,0.022718366
2,17812,India,Tamil Nadu,Dindigul,2427837,19.78,0.034350424,0.028855598
2,17813,India,Tamil Nadu,Erode,2378744,24.27,0.041295599,0.034689796
2,17814,India,Tamil Nadu,Kancheepuram,3769654,27.26,0.07350445,0.061746395
2,17815,India,Tamil Nadu,Kanniyakumari,2114030,16.28,0.024617947,0.020679966
2,17816,India,Tamil Nadu,Karur,1205330,20.92,0.018036569,0.01515137
2,17817,India,Tamil Nadu,Krishnagiri,2127209,20.85,0.031725064,0.026650201
2,17818,India,Tamil Nadu,Madurai,3469943,22.43,0.055672138,0.046766609
2,17819,India,Tamil Nadu,Nagappattinam,1736201,19.12,0.02374511,0.019946751
2,17820,India,Tamil Nadu,Namakkal,2196974,25.18,0.03957008,0.033240298
2,17821,India,Tamil Nadu,Perambalur,608857,22.43,0.009768567,0.00820595
2,17822,India,Tamil Nadu,Pudukkottai,1876855,18.19,0.024420228,0.020513874
2,17823,India,Tamil Nadu,Ramanathapuram,1560697,19.15,0.021378324,0.017958565
2,17824,India,Tamil Nadu,Salem,4074722,24.72,0.072049793,0.060524431
2,17825,India,Tamil Nadu,Sivaganga,1511527,18.13,0.019601983,0.016466374
2,17826,India,Tamil Nadu,Thanjavur,2693021,20.38,0.039258184,0.032978294
2,17827,India,Tamil Nadu,The Nilgiris,827672,10.12,0.005991355,0.005032955
2,17828,India,Tamil Nadu,Theni,1434224,18.33,0.018804671,0.015796604
2,17829,India,Tamil Nadu,Thiruvallur,4228461,28.24,0.085414836,0.07175155
2,17830,India,Tamil Nadu,Thiruvarur,1540036,19.61,0.021602039,0.018146494
2,17831,India,Tamil Nadu,Thoothukudi,2087428,20.04,0.029922337,0.025135845
2,17832,India,Tamil Nadu,Tiruchirappalli,3091226,22.33,0.049374848,0.041476657
2,17833,India,Tamil Nadu,Tirunelveli,3387296,19.28,0.046713937,0.039241396
2,17834,India,Tamil Nadu,Tiruppur,3169100,22.16,0.050233332,0.042197815
2,17835,India,Tamil Nadu,Tiruvannamalai,2787466,24.74,0.049328233,0.0414375
2,17836,India,Tamil Nadu,Vellore,4429403,23.98,0.075976741,0.06382321
2,17837,India,Tamil Nadu,Viluppuram,4214466,23.36,0.070420918,0.059156117
2,17838,India,Tamil Nadu,Virudhunagar,2174927,22.09,0.034365818,0.02886853
2,17839,India,Telangana,Adilabad,720631,32.12,0.016556738,0.013908258
2,17840,India,Telangana,Hyderabad,4389872,37.21,0.116841686,0.098151241
2,17841,India,Telangana,Jagtial,1002662,32.02,0.022964774,0.01929124
2,17842,India,Telangana,Jangoan,504751,24.69,0.008914245,0.007488288
2,17843,India,Telangana,Jayashankar Bhupalpally,573930,26.54,0.010895474,0.009152592
2,17844,India,Telangana,Jogulamba Gadwal,710672,23.62,0.012007024,0.010086334
2,17845,India,Telangana,Kamareddy,1022317,28.11,0.020555721,0.017267549
2,17846,India,Telangana,Karimnagar,1081922,32.84,0.025414723,0.021349287
2,17847,India,Telangana,Khammam,1534091,25.34,0.027806352,0.023358341
2,17848,India,Telangana,Kumurambheem Asifabad,627077,31.48,0.014120234,0.011861507
2,17849,India,Telangana,Mahabubabad,641591,23.74,0.010894951,0.009152152
2,17850,India,Telangana,Mahabubnagar,995724,23.21,0.016531049,0.013886679
2,17851,India,Telangana,Mancherial,986828,30.46,0.02150095,0.018061575
2,17852,India,Telangana,Medak,840683,28.28,0.017005835,0.014285516
2,17853,India,Telangana,Medchal Malkajgiri,2829491,34.59,0.070007596,0.058808912
2,17854,India,Telangana,Mulugu,547886,24.35,0.009542792,0.00801629
2,17855,India,Telangana,Nagarkurnool,997675,21.81,0.015564352,0.013074618
2,17856,India,Telangana,Nalgonda,1894079,27.45,0.037190047,0.031240984
2,17857,India,Telangana,Narayanpet,653634,22.79,0.010655289,0.008950828
2,17858,India,Telangana,Nirmal,717047,30.93,0.015864041,0.013326368
2,17859,India,Telangana,Nizamabad,1799808,30.88,0.039754817,0.033395484
2,17860,India,Telangana,Peddapalli,1060652,32.71,0.024816455,0.02084672
2,17861,India,Telangana,Rajanna Sircilla,504322,29.51,0.010645435,0.00894255
2,17862,India,Telangana,Rangareddy,2580323,30.48,0.056256839,0.047257779
2,17863,India,Telangana,Sangareddy,1644617,28.3,0.033291817,0.02796633
2,17864,India,Telangana,Siddipet,1148631,26.74,0.021969907,0.018455516
2,17865,India,Telangana,Suryapet,1220103,28.48,0.024855515,0.020879531
2,17866,India,Telangana,Vikarabad,994308,25.01,0.017787746,0.01494235
2,17867,India,Telangana,Wanaparthy,566812,24.28,0.009844054,0.008269362
2,17868,India,Telangana,Warangal (Rural),865504,24.98,0.015464924,0.012991096
2,17869,India,Telangana,Warangal (Urban),1183111,27.17,0.022993306,0.019315208
2,17870,India,Telangana,Yadadri Bhuvanagiri,762677,27,0.014729591,0.012373389
2,17871,India,Telangana,Telangana,1547413,24.12,0.026697453,0.022426826
2,17872,India,Tripura,Dhalai,434865,37.99,0.011817076,0.009926771
2,17873,India,Tripura,Gomati,609603,51.89,0.022626483,0.019007064
2,17874,India,Tripura,Khowai,497420,44.68,0.015897275,0.013354286
2,17875,India,Tripura,North Tripura,299714,32.79,0.007029667,0.005905174
2,17876,India,Tripura,Sepahijala,426070,53.42,0.016280627,0.013676315
2,17877,India,Tripura,South Tripura,400045,56.9,0.016281987,0.013677458
2,17878,India,Tripura,Unokoti,496617,34.9,0.012397477,0.010414329
2,17879,India,Tripura,West Tripura,1052694,52.96,0.039878279,0.033499197
2,17880,India,Uttar Pradesh,Agra,4429524,68.89,0.218272756,0.183357007
2,17881,India,Uttar Pradesh,Aligarh,4350429,67.5,0.210049739,0.176449376
2,17882,India,Uttar Pradesh,Ambedkar Nagar,2820142,56.34,0.113651221,0.095471135
2,17883,India,Uttar Pradesh,Amethi,2971935,55.83,0.118684286,0.099699092
2,17884,India,Uttar Pradesh,Amroha,2435064,50.14,0.087333527,0.07336332
2,17885,India,Uttar Pradesh,Auraiya,1664718,58.12,0.069207406,0.058136723
2,17886,India,Uttar Pradesh,Azamgarh,4716154,57.67,0.194546856,0.163426394
2,17887,India,Uttar Pradesh,Baghpat,1521212,70.4,0.076603514,0.064349721
2,17888,India,Uttar Pradesh,Bahraich,2950502,46.39,0.097905384,0.082244062
2,17889,India,Uttar Pradesh,Ballia,3817555,62.52,0.170722421,0.143413006
2,17890,India,Uttar Pradesh,Balrampur,2517390,42.09,0.075790665,0.063666899
2,17891,India,Uttar Pradesh,Banda,2093740,47.01,0.070404317,0.059142172
2,17892,India,Uttar Pradesh,Barabanki,4466724,52.9,0.169017268,0.141980617
2,17893,India,Uttar Pradesh,Bareilly,5203095,51.3,0.190926147,0.160384867
2,17894,India,Uttar Pradesh,Basti,2512776,53.24,0.095692546,0.080385199
2,17895,India,Uttar Pradesh,Bhadohi,1832982,52.29,0.068558788,0.057591861
2,17896,India,Uttar Pradesh,Bijnor,4280692,42.4,0.12982733,0.109059651
2,17897,India,Uttar Pradesh,Budaun,3628895,58.89,0.152862953,0.128410408
2,17898,India,Uttar Pradesh,Bulandshahr,4094739,65.66,0.192315103,0.16155164
2,17899,India,Uttar Pradesh,Chandauli,2351732,47.23,0.079449664,0.06674059
2,17900,India,Uttar Pradesh,Chitrakoot,1158085,43.19,0.035777495,0.030054389
2,17901,India,Uttar Pradesh,Deoria,3641505,60.8,0.15836922,0.133035871
2,17902,India,Uttar Pradesh,Etah,2072377,65.3,0.096798412,0.081314166
2,17903,India,Uttar Pradesh,Etawah,1833283,60.64,0.079519747,0.066799463
2,17904,India,Uttar Pradesh,Faizabad,2257958,53.25,0.086004616,0.072246987
2,17905,India,Uttar Pradesh,Farrukhabad,2213155,61.09,0.096709301,0.08123931
2,17906,India,Uttar Pradesh,Fatehpur,3097396,56.26,0.124647264,0.104708208
2,17907,India,Uttar Pradesh,Firozabad,3700475,66.08,0.174909661,0.146930439
2,17908,India,Uttar Pradesh,Gautam Buddha Nagar,2704064,83.87,0.162222055,0.136272391
2,17909,India,Uttar Pradesh,Ghaziabad,4043561,83.24,0.240758905,0.202246185
2,17910,India,Uttar Pradesh,Ghazipur,4228744,58.14,0.175862284,0.147730678
2,17911,India,Uttar Pradesh,Gonda,3989734,50.22,0.143320046,0.12039402
2,17912,India,Uttar Pradesh,Gorakhpur,4938647,59.78,0.211178735,0.177397773
2,17913,India,Uttar Pradesh,Hamirpur,1292336,49.18,0.04546218,0.038189875
2,17914,India,Uttar Pradesh,Hapur,1546443,65.68,0.072652966,0.061031118
2,17915,India,Uttar Pradesh,Hardoi,4791680,56,0.191938511,0.161235289
2,17916,India,Uttar Pradesh,Hathras,1753914,67.02,0.08408122,0.070631265
2,17917,India,Uttar Pradesh,Jalaun,1983201,52.84,0.074957627,0.062967117
2,17918,India,Uttar Pradesh,Jaunpur,5311191,57.61,0.218864882,0.183854415
2,17919,India,Uttar Pradesh,Jhansi,2363626,45.75,0.077349257,0.064976172
2,17920,India,Uttar Pradesh,Kannauj,1947611,57.67,0.080341227,0.067489535
2,17921,India,Uttar Pradesh,Kanpur Dehat,2072018,56.5,0.083739094,0.070343867
2,17922,India,Uttar Pradesh,Kanpur Nagar,5368757,61.78,0.237250939,0.199299367
2,17923,India,Uttar Pradesh,Kasganj,1654853,63.74,0.075449744,0.063380513
2,17924,India,Uttar Pradesh,Kaushambi,3177450,56.63,0.128709788,0.108120876
2,17925,India,Uttar Pradesh,Kushinagar,4179611,59.98,0.179319952,0.150635243
2,17926,India,Uttar Pradesh,Lakhimpur Kheri,4696290,46.42,0.155935979,0.130991861
2,17927,India,Uttar Pradesh,Lalitpur,1418186,33.82,0.034307817,0.028819807
2,17928,India,Uttar Pradesh,Lucknow,5377728,59.36,0.228338431,0.191812538
2,17929,India,Uttar Pradesh,Maharajganj,3411424,53.39,0.130281248,0.109440959
2,17930,India,Uttar Pradesh,Mahoba,1015765,42.62,0.030966561,0.026013031
2,17931,India,Uttar Pradesh,Mainpuri,2196447,63.07,0.099090004,0.083239186
2,17932,India,Uttar Pradesh,Mathura,2987612,67.72,0.144719626,0.121569719
2,17933,India,Uttar Pradesh,Mau,3277568,59,0.138321602,0.116195147
2,17934,India,Uttar Pradesh,Meerut,4025344,64.76,0.186464486,0.15663691
2,17935,India,Uttar Pradesh,Mirzapur,2954911,42.2,0.089195541,0.074927479
2,17936,India,Uttar Pradesh,Moradabad,3479470,47.19,0.11744901,0.098661415
2,17937,India,Uttar Pradesh,Muzaffarnagar,3429122,55.36,0.135789224,0.114067858
2,17938,India,Uttar Pradesh,Pilibhit,2409625,42.6,0.073425235,0.061679853
2,17939,India,Uttar Pradesh,Pratapgarh,3769219,56.99,0.153651327,0.129072671
2,17940,India,Uttar Pradesh,Prayagraj,5616971,52.61,0.211376534,0.177563931
2,17941,India,Uttar Pradesh,Rae Bareli,2887599,58.03,0.119860405,0.100687074
2,17942,India,Uttar Pradesh,Rampur,2781160,46.36,0.092226492,0.077473588
2,17943,India,Uttar Pradesh,Saharanpur,3991624,51.55,0.147185349,0.123641015
2,17944,India,Uttar Pradesh,Sambhal,2434407,58.47,0.101815189,0.08552844
2,17945,India,Uttar Pradesh,Sant Kabir Nagar,1706121,56.54,0.06900045,0.057962873
2,17946,India,Uttar Pradesh,Shahjahanpur,3519057,56.05,0.141087392,0.118518511
2,17947,India,Uttar Pradesh,Shamli,1412454,56.13,0.056709477,0.047638011
2,17948,India,Uttar Pradesh,Shravasti,2417077,44.53,0.07698914,0.064673661
2,17949,India,Uttar Pradesh,Siddharth Nagar,3658112,48.67,0.127351667,0.106980005
2,17950,India,Uttar Pradesh,Sitapur,5263811,50.28,0.189313613,0.15903028
2,17951,India,Uttar Pradesh,Sonbhadra,2177523,34.17,0.053222346,0.044708695
2,17952,India,Uttar Pradesh,Sultanpur,2594934,55.42,0.102867723,0.086412607
2,17953,India,Uttar Pradesh,Unnao,3657488,58.36,0.152680819,0.128257409
2,17954,India,Uttar Pradesh,Varanasi,4240717,51.96,0.157613975,0.132401438
2,17955,India,Uttarakhand,Almora,713562,21.43,0.010938057,0.009188363
2,17956,India,Uttarakhand,Bageshwar,290816,23.68,0.004925908,0.004137941
2,17957,India,Uttarakhand,Chamoli,493898,24.78,0.008754369,0.007353987
2,17958,India,Uttarakhand,Champawat,304140,20.96,0.004559856,0.003830444
2,17959,India,Uttarakhand,Dehradun,1945692,36.07,0.050200324,0.042170088
2,17960,India,Uttarakhand,Hardwar,2248197,48.07,0.07730272,0.06493708
2,17961,India,Uttarakhand,Nainital,1063567,28.4,0.021605757,0.018149617
2,17962,India,Uttarakhand,Pauri Garhwal,927841,28.07,0.018629546,0.015649492
2,17963,India,Uttarakhand,Pithoragarh,578258,21.32,0.008818509,0.007407866
2,17964,India,Uttarakhand,Rudraprayag,160592,27.1,0.003113003,0.002615035
2,17965,India,Uttarakhand,Tehri Garhwal,739487,27.45,0.014519751,0.012197116
2,17966,India,Uttarakhand,Udham Singh Nagar,2004884,35.23,0.05052289,0.042441054
2,17967,India,Uttarakhand,Uttarkashi,395712,28.03,0.007933934,0.006664792
2,17968,India,West Bengal,Alipurduar,1443438,41.05,0.042383575,0.035603735
2,17969,India,West Bengal,Bankura,4032632,48.38,0.139553504,0.117229989
2,17970,India,West Bengal,Barddhaman,8724610,49.34,0.307915432,0.258660097
2,17971,India,West Bengal,Birbhum,3943584,43.92,0.123890988,0.104072909
2,17972,India,West Bengal,Dakshin Dinajpur,1842348,48.35,0.06371687,0.053524475
2,17973,India,West Bengal,Darjeeling,1999837,40.65,0.058148891,0.048847171
