GRID_ID,Shape_Length,Shape_Area,x,y
FDE-1123,0.002465890129346,0.000000184639608,73.174924989666735,33.787614086333370
FDX-1184,0.011793104000049,0.000008692331372,73.232076032000066,33.609122821000057
FBU-1145,0.011793103999935,0.000008692331372,73.069920845000070,33.724105591000068
FDC-1160,0.011793106000027,0.000008692334320,73.170162233500065,33.679881449000050
FCV-1173,0.011793105999914,0.000008692334320,73.149524300500048,33.641553859000055
FDB-1149,0.011793104000049,0.000008692331372,73.167213957000058,33.712312486000059
FCW-1191,0.011793104000049,0.000008692331372,73.152472577000054,33.588484888000039
EYV-1149,0.011793104000049,0.000008692331372,72.842903582000076,33.712312486000059
FCO-1198,0.011793105999914,0.000008692334320,73.128886367500058,33.567846955000050
FDB-1172,0.011793103999935,0.000008692331372,73.167213957000058,33.644502135000039
EZR-1181,0.011793104000162,0.000008692331372,72.907765657000056,33.617967650000054
FEA-1169,0.011793103999935,0.000008692331372,73.240920861000063,33.653346963000047
FCY-1204,0.011793103999935,0.000008692331372,73.158369129000050,33.550157299000034
FBW-1152,0.011793104000049,0.000008692331372,73.075817397000037,33.703467658000051
EZC-1167,0.011793103999935,0.000008692331372,72.863541515000065,33.659243516000060
EYS-1187,0.000192176800312,0.000000001582249,72.835514676333389,33.601732828333390
FDR-1169,0.011793105999914,0.000008692334320,73.214386375500055,33.653346963000047
EZO-1184,0.011793104000049,0.000008692331372,72.898920829000076,33.609122821000057
FCP-1157,0.011793103999935,0.000008692331372,73.131834644000037,33.688726277000058
FDA-1154,0.011793105999914,0.000008692334320,73.164265681000074,33.697571105500060
FET-1154,0.011793105999914,0.000008692334320,73.296938107000074,33.697571105500060
EYR-1185,0.009392645096135,0.000003779625991,72.831694324333398,33.606705265333382
FCY-1174,0.011793103999935,0.000008692331372,73.158369129000050,33.638605583000071
EYT-1178,0.011793103999935,0.000008692331372,72.837007030000052,33.626812478000033
FDT-1161,0.011793106000027,0.000008692334320,73.220282928000074,33.676933172500043
EYJ-1173,0.010205378536996,0.000005507201197,72.807981755150664,33.641807089992277
FBK-1144,0.011793104000049,0.000008692331372,73.040438083000055,33.727053867000052
EZK-1185,0.011793103999935,0.000008692331372,72.887127724000038,33.606174545000044
FDA-1182,0.011793103999935,0.000008692331372,73.164265681000074,33.615019374000042
FCE-1154,0.011793105999914,0.000008692334320,73.099403606000067,33.697571105500060
EZF-1139,0.011793106000027,0.000008692334320,72.872386344000063,33.741795247500050
FBL-1139,0.011793108000006,0.000008692337269,73.043386359500062,33.741795247500050
FEH-1152,0.011793104000049,0.000008692331372,73.261558794000052,33.703467658000051
FAA-1171,0.011793106000141,0.000008692334321,72.934300142500064,33.647450411000051
FCP-1152,0.011793104000049,0.000008692331372,73.131834644000037,33.703467658000051
FDN-1196,0.011793103999935,0.000008692331372,73.202593271000069,33.573743508000064
EZA-1189,0.011793103999935,0.000008692331372,72.857644963000041,33.594381441000053
EYI-1171,0.010971253497071,0.000007633361487,72.804727027924585,33.647570214410898
FBS-1162,0.011793105999914,0.000008692334320,73.064024292500051,33.673984896000036
FER-1164,0.010329207728890,0.000005622352881,73.290658114454601,33.668410649350768
FCR-1219,0.011793106000027,0.000008692334320,73.137731196000061,33.505933156500049
FCS-1201,0.011793103999935,0.000008692331372,73.140679472000045,33.559002127000042
FEA-1134,0.011793103999935,0.000008692331372,73.240920861000063,33.756536628000049
FCD-1133,0.011793104000049,0.000008692331372,73.096455330000055,33.759484904000033
EZH-1173,0.011793104000049,0.000008692331372,72.878282896000059,33.641553859000055
